employee_id,country_code,worker_category_id,gender,employment_type,hire_date,termination_date,snapshot_date,employment_status
emp-0222,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0101,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0270,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0093,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0273,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0029,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0334,FR,sales_gtm,female,full_time,2020-01-15,,2025-12-31,active
emp-0350,FR,sales_gtm,male,full_time,2020-01-15,,2025-12-31,active
emp-0002,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0040,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0179,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0228,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0004,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0174,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0063,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0084,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0149,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0299,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0225,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0035,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0027,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0091,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0057,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0081,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0207,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0080,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0130,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0067,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0025,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0168,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0115,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0188,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0262,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0227,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0191,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0066,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0118,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0280,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0333,FR,sales_gtm,female,full_time,2020-01-15,,2025-12-31,active
emp-0326,FR,finance_legal,male,full_time,2020-01-15,,2025-12-31,active
emp-0033,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0192,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0128,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0345,FR,sales_gtm,male,full_time,2020-01-15,,2025-12-31,active
emp-0005,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0071,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0217,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0206,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0274,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0085,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0163,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0229,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0089,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0246,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0122,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0232,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0212,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0236,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0086,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0042,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0160,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0259,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0295,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0061,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0012,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0303,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0314,FR,finance_legal,female,full_time,2020-01-15,,2025-12-31,active
emp-0112,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0047,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0072,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0215,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0186,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0335,FR,sales_gtm,female,full_time,2020-01-15,,2025-12-31,active
emp-0324,FR,finance_legal,male,full_time,2020-01-15,,2025-12-31,active
emp-0164,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0320,FR,finance_legal,female,full_time,2020-01-15,,2025-12-31,active
emp-0059,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0264,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0258,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0249,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0083,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0279,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0011,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0198,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0268,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0127,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0290,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0288,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0070,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0104,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0340,FR,sales_gtm,male,full_time,2020-01-15,,2025-12-31,active
emp-0120,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0032,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0332,FR,sales_gtm,female,full_time,2020-01-15,,2025-12-31,active
emp-0327,FR,finance_legal,male,full_time,2020-01-15,,2025-12-31,active
emp-0210,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0187,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0311,FR,finance_legal,female,full_time,2020-01-15,,2025-12-31,active
emp-0043,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0291,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0178,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0037,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0069,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0234,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0344,FR,sales_gtm,male,full_time,2020-01-15,,2025-12-31,active
emp-0220,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0140,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0245,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0328,FR,finance_legal,male,full_time,2020-01-15,,2025-12-31,active
emp-0051,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0219,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0213,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0202,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0200,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0183,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0237,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0240,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0271,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0073,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0337,FR,sales_gtm,female,full_time,2020-01-15,,2025-12-31,active
emp-0074,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0060,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0308,FR,hr_generalist,male,full_time,2020-01-15,,2025-12-31,active
emp-0075,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0121,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0223,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0296,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0216,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0105,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0001,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0197,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0020,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0277,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0342,FR,sales_gtm,male,full_time,2020-01-15,,2025-12-31,active
emp-0283,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0041,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0021,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0293,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0068,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0055,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0161,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0054,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0226,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0026,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0190,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0289,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0016,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0247,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0257,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0079,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0110,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0323,FR,finance_legal,male,full_time,2020-01-15,,2025-12-31,active
emp-0077,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0305,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0116,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0318,FR,finance_legal,female,full_time,2020-01-15,,2025-12-31,active
emp-0134,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0199,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0058,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0159,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0203,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0153,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0156,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0107,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0196,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0341,FR,sales_gtm,male,full_time,2020-01-15,,2025-12-31,active
emp-0031,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0064,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0022,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0078,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0294,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0346,FR,sales_gtm,male,full_time,2020-01-15,,2025-12-31,active
emp-0235,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0039,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0329,FR,finance_legal,male,full_time,2020-01-15,,2025-12-31,active
emp-0176,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0301,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0148,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0019,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0343,FR,sales_gtm,male,full_time,2020-01-15,,2025-12-31,active
emp-0103,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0017,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0211,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0030,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0255,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0221,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0256,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0261,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0014,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0278,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0307,FR,hr_generalist,male,full_time,2020-01-15,,2025-12-31,active
emp-0088,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0113,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0123,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0241,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0146,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0007,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0053,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0310,FR,hr_generalist,male,full_time,2020-01-15,,2025-12-31,active
emp-0266,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0150,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0028,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0024,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0141,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0065,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0008,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0155,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0092,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0185,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0117,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0152,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0100,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0052,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0145,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0269,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0322,FR,finance_legal,female,full_time,2020-01-15,,2025-12-31,active
emp-0349,FR,sales_gtm,male,full_time,2020-01-15,,2025-12-31,active
emp-0111,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0336,FR,sales_gtm,female,full_time,2020-01-15,,2025-12-31,active
emp-0095,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0275,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0286,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0162,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0099,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0062,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0119,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0129,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0302,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0139,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0233,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0181,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0170,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0282,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0218,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0177,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0272,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0284,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0243,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0189,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0298,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0157,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0339,FR,sales_gtm,female,full_time,2020-01-15,,2025-12-31,active
emp-0208,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0114,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0151,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0048,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0009,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0230,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0252,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0244,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0316,FR,finance_legal,female,full_time,2020-01-15,,2025-12-31,active
emp-0321,FR,finance_legal,female,full_time,2020-01-15,,2025-12-31,active
emp-0251,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0209,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0124,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0044,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0098,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0265,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0006,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0285,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
emp-0142,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0306,FR,hr_generalist,male,full_time,2020-01-15,,2025-12-31,active
emp-0144,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0175,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0133,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0182,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0109,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0250,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0094,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0167,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0254,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0015,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0173,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0195,FR,eng_senior,female,full_time,2020-01-15,,2025-12-31,active
emp-0313,FR,finance_legal,female,full_time,2020-01-15,,2025-12-31,active
emp-0292,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0238,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0125,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0231,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0143,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0045,FR,eng_ic,female,full_time,2020-01-15,,2025-12-31,active
emp-0126,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0166,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0138,FR,eng_ic,male,full_time,2020-01-15,,2025-12-31,active
emp-0304,FR,hr_generalist,female,full_time,2020-01-15,,2025-12-31,active
emp-0224,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0239,FR,eng_senior,male,full_time,2020-01-15,,2025-12-31,active
emp-0248,FR,product_design,female,full_time,2020-01-15,,2025-12-31,active
emp-0276,FR,product_design,male,full_time,2020-01-15,,2025-12-31,active
